"Date","Price","Open","High","Low","Vol.","Change %"
"04/04/2025","369.34","398.71","398.71","357.44","117.90M","-8.22%"
"03/04/2025","402.43","443.29","443.29","402.12","94.06M","-10.61%"
"02/04/2025","450.22","440.44","450.65","437.02","59.96M","1.58%"
"01/04/2025","443.23","442.00","444.58","436.43","60.54M","0.07%"
"31/03/2025","442.90","438.72","445.24","427.42","66.79M","-0.74%"
"28/03/2025","446.18","463.65","465.02","445.51","75.25M","-3.66%"
"27/03/2025","463.15","468.55","468.81","458.42","56.80M","-1.69%"
"26/03/2025","471.10","479.30","482.30","469.70","50.42M","-1.46%"
"25/03/2025","478.09","471.71","479.93","471.66","56.50M","1.93%"
"24/03/2025","469.03","458.32","474.93","458.32","62.89M","3.07%"
"21/03/2025","455.04","463.86","463.86","448.13","103.05M","-2.30%"
"20/03/2025","465.73","467.42","470.82","464.12","54.93M","-0.33%"
"19/03/2025","467.29","461.85","470.99","460.21","55.14M","1.29%"
"18/03/2025","461.33","459.12","462.03","454.63","53.30M","0.49%"
"17/03/2025","459.08","458.34","462.90","454.32","55.16M","0.17%"
"14/03/2025","458.28","451.30","459.56","450.30","48.83M","3.03%"
"13/03/2025","444.79","443.38","453.95","442.21","58.84M","0.24%"
"12/03/2025","443.73","441.38","448.07","438.12","65.24M","1.65%"
"11/03/2025","436.54","425.01","441.70","425.01","79.87M","2.78%"
"10/03/2025","424.74","447.32","447.32","419.58","80.87M","-5.54%"
"07/03/2025","449.64","452.25","456.31","439.88","53.62M","-0.70%"
"06/03/2025","452.80","454.80","462.32","448.33","57.92M","-0.82%"
"05/03/2025","456.53","438.99","457.92","438.99","67.45M","4.52%"
"04/03/2025","436.79","447.78","447.78","428.47","64.79M","-2.64%"
"03/03/2025","448.64","468.02","476.40","446.21","57.18M","-3.34%"
"28/02/2025","464.15","461.55","464.27","456.54","50.94M","0.42%"
"27/02/2025","462.20","464.00","472.85","461.65","48.74M","-0.30%"
"26/02/2025","463.61","470.81","473.72","463.07","48.03M","0.60%"
"25/02/2025","460.84","463.98","463.98","454.04","63.78M","-0.65%"
"24/02/2025","463.86","463.90","468.64","460.94","39.03M","0.50%"
"21/02/2025","461.53","480.90","481.89","460.09","47.06M","-3.96%"
"20/02/2025","480.57","478.75","488.39","477.39","37.57M","0.48%"
"19/02/2025","478.28","479.31","481.88","477.53","41.97M","-1.65%"
"18/02/2025","486.30","480.86","487.41","476.48","44.48M","1.27%"
"14/02/2025","480.20","481.95","485.80","476.56","47.15M","0.13%"
"13/02/2025","479.56","468.89","480.57","467.20","62.48M","2.99%"
"12/02/2025","465.62","470.33","473.37","465.32","50.03M","-1.22%"
"11/02/2025","471.35","476.68","477.30","470.81","69.79M","-0.77%"
"10/02/2025","475.03","464.25","480.46","464.25","109.21M","3.22%"
"07/02/2025","460.19","468.04","474.73","459.47","85.29M","-0.33%"
"06/02/2025","461.71","465.60","469.73","457.83","47.69M","0.47%"
"05/02/2025","459.54","453.44","459.76","451.55","37.94M","1.22%"
"04/02/2025","454.00","448.52","455.04","448.05","48.74M","1.60%"
"03/02/2025","446.84","445.53","451.56","437.96","56.69M","-0.11%"
"31/01/2025","447.34","453.61","455.53","445.27","44.65M","-1.43%"
"30/01/2025","453.81","452.12","454.47","447.96","37.23M","0.75%"
"29/01/2025","450.44","445.90","454.35","445.53","37.69M","1.09%"
"28/01/2025","445.60","443.81","448.51","440.21","51.10M","0.62%"
"27/01/2025","442.85","448.48","448.48","442.21","47.91M","-1.98%"
"24/01/2025","451.81","456.32","459.82","449.96","41.48M","-0.52%"
"23/01/2025","454.17","449.63","457.36","444.67","62.31M","-0.52%"
"22/01/2025","456.55","467.48","468.24","456.18","47.21M","-2.10%"
"21/01/2025","466.34","466.65","473.55","464.72","44.88M","0.20%"
"17/01/2025","465.41","463.82","470.68","463.82","33.13M","0.60%"
"16/01/2025","462.65","462.50","464.62","459.84","34.39M","0.16%"
"15/01/2025","461.90","458.77","464.31","457.11","36.96M","1.47%"
"14/01/2025","455.23","454.78","457.63","450.52","39.92M","0.23%"
"13/01/2025","454.19","441.72","455.18","439.12","75.24M","2.80%"
"10/01/2025","441.80","446.94","446.94","440.01","44.36M","-0.61%"
"08/01/2025","444.49","445.24","445.24","438.93","48.13M","-0.24%"
"07/01/2025","445.58","446.67","450.72","442.70","55.80M","0.20%"
"06/01/2025","444.70","433.98","451.40","433.98","65.88M","3.13%"
"03/01/2025","431.19","432.30","435.62","424.38","77.79M","-0.51%"
"02/01/2025","433.39","440.66","445.00","433.03","33.36M","-1.01%"
"31/12/2024","437.82","434.66","440.85","434.54","41.16M","0.84%"
"30/12/2024","434.18","437.28","437.28","431.27","40.24M","-1.42%"
"27/12/2024","440.45","441.86","446.72","437.84","28.42M","-0.98%"
"26/12/2024","444.79","442.56","445.46","440.59","26.58M","0.02%"
"25/12/2024","444.69","443.00","445.07","439.54","18.90M","0.00%"
"24/12/2024","444.69","443.00","445.07","439.54","18.90M","0.49%"
"23/12/2024","442.51","438.47","443.57","435.34","32.06M","0.77%"
"20/12/2024","439.12","432.66","442.83","430.46","118.99M","1.02%"
"19/12/2024","434.67","441.43","446.63","432.09","54.80M","-1.31%"
"18/12/2024","440.43","457.08","458.99","438.99","46.87M","-3.56%"
"17/12/2024","456.70","459.33","461.72","454.07","45.61M","-1.54%"
"16/12/2024","463.85","469.16","470.08","462.17","44.62M","-1.46%"
"13/12/2024","470.73","481.05","481.05","470.05","53.43M","-2.50%"
"12/12/2024","482.82","494.15","494.15","482.13","55.30M","-3.14%"
"11/12/2024","498.45","502.19","502.49","496.31","43.79M","-0.59%"
"10/12/2024","501.40","512.34","512.34","498.42","48.18M","-2.36%"
"09/12/2024","513.51","513.15","521.53","513.15","47.40M","2.04%"
"06/12/2024","503.22","514.45","514.66","502.45","38.72M","-2.00%"
"05/12/2024","513.51","519.78","519.78","509.29","35.30M","-1.16%"
"04/12/2024","519.55","528.65","529.83","517.20","45.17M","-1.82%"
"03/12/2024","529.20","533.07","538.46","528.49","46.52M","-0.61%"
"02/12/2024","532.43","534.85","536.67","528.16","37.23M","-0.21%"
"29/11/2024","533.55","531.03","536.31","530.44","20.58M","0.64%"
"27/11/2024","530.14","530.11","536.52","526.19","26.83M","0.18%"
"26/11/2024","529.18","532.86","534.36","526.28","38.42M","-0.72%"
"25/11/2024","533.03","526.67","536.72","526.67","43.26M","1.30%"
"22/11/2024","526.18","523.73","529.50","523.68","34.49M","0.16%"
"21/11/2024","525.34","520.98","528.35","517.09","35.17M","0.95%"
"20/11/2024","520.38","518.21","526.75","517.00","42.38M","0.60%"
"19/11/2024","517.27","513.59","517.87","508.51","37.12M","0.54%"
"18/11/2024","514.47","509.38","514.76","507.84","37.57M","1.23%"
"15/11/2024","508.21","512.55","517.06","506.77","55.21M","0.00%"
"14/11/2024","508.23","516.39","519.39","505.77","39.92M","-1.55%"
"13/11/2024","516.23","523.58","525.12","515.65","41.77M","-1.46%"
"12/11/2024","523.86","536.70","536.70","518.29","51.96M","-2.73%"
"11/11/2024","538.59","546.84","546.84","538.30","39.96M","-1.37%"
"08/11/2024","546.08","547.47","548.74","540.65","46.23M","-2.15%"
"07/11/2024","558.06","566.94","568.14","556.69","54.10M","-0.47%"
"06/11/2024","560.67","529.32","565.62","529.32","92.39M","7.85%"
"05/11/2024","519.88","512.10","520.14","512.10","57.32M","1.24%"
"04/11/2024","513.51","511.42","518.49","509.88","37.53M","0.40%"
"01/11/2024","511.48","508.62","513.55","508.17","32.73M","1.23%"
"31/10/2024","505.29","512.89","512.89","503.47","36.21M","-1.56%"
"30/10/2024","513.28","519.06","523.47","511.54","32.22M","-1.83%"
"29/10/2024","522.87","526.00","528.96","520.95","34.38M","-0.68%"
"28/10/2024","526.47","515.91","527.50","515.91","29.72M","2.36%"
"25/10/2024","514.33","520.21","522.58","514.02","25.51M","-0.85%"
"24/10/2024","518.75","521.12","523.73","514.93","29.30M","-0.40%"
"23/10/2024","520.81","529.01","529.01","519.23","31.74M","-1.69%"
"22/10/2024","529.76","545.64","545.64","523.64","40.08M","-1.36%"
"21/10/2024","537.04","541.59","544.15","534.16","33.71M","-0.74%"
"18/10/2024","541.06","539.99","546.08","539.03","31.28M","0.57%"
"17/10/2024","537.97","535.59","541.93","532.81","40.74M","1.11%"
"16/10/2024","532.04","525.95","532.14","525.95","26.50M","1.42%"
"15/10/2024","524.57","531.89","531.89","524.36","30.76M","-1.76%"
"14/10/2024","533.99","526.76","534.56","524.95","32.22M","-0.65%"
"11/10/2024","537.50","531.20","539.31","531.20","26.81M","1.38%"
"10/10/2024","530.20","526.61","532.86","524.08","27.42M","0.31%"
"09/10/2024","528.57","520.65","528.98","516.44","29.73M","1.23%"
"08/10/2024","522.13","535.75","535.75","517.99","40.53M","-3.04%"
"07/10/2024","538.49","533.70","540.35","531.34","25.79M","0.61%"
"04/10/2024","535.23","536.86","541.28","531.89","30.43M","1.13%"
"03/10/2024","529.24","533.92","533.92","525.37","30.75M","-1.33%"
"02/10/2024","536.40","537.95","544.90","533.99","29.69M","-0.24%"
"01/10/2024","537.68","536.10","540.49","530.73","31.11M","0.97%"
"30/09/2024","532.54","538.02","538.02","527.76","38.37M","-1.19%"
"27/09/2024","538.94","542.75","546.35","537.47","43.98M","-0.44%"
"26/09/2024","541.31","526.41","547.98","526.41","68.88M","3.81%"
"25/09/2024","521.42","524.87","526.03","519.51","40.36M","-0.84%"
"24/09/2024","525.86","518.67","528.01","518.67","63.18M","4.49%"
"23/09/2024","503.25","501.43","506.26","499.23","37.10M","0.96%"
"20/09/2024","498.48","503.53","503.53","494.75","83.66M","-1.33%"
"19/09/2024","505.22","494.93","506.56","494.93","45.91M","3.42%"
"18/09/2024","488.53","486.04","499.48","483.38","44.12M","0.86%"
"17/09/2024","484.36","482.14","488.83","478.80","31.53M","0.40%"
"16/09/2024","482.45","482.97","487.97","481.36","38.53M","0.32%"
"13/09/2024","480.92","473.46","485.98","473.46","55.16M","2.31%"
"12/09/2024","470.04","465.86","471.54","464.75","52.37M","1.85%"
"11/09/2024","461.52","455.22","461.98","446.45","57.02M","1.18%"
"10/09/2024","456.12","460.53","460.53","450.53","47.21M","-0.94%"
"09/09/2024","460.44","459.45","466.26","459.45","38.22M","0.92%"
"06/09/2024","456.25","463.02","468.03","454.54","67.16M","-1.63%"
"05/09/2024","463.79","471.29","472.14","462.89","53.79M","-0.90%"
"04/09/2024","468.01","474.08","479.47","466.31","85.29M","-1.16%"
"03/09/2024","473.52","490.63","490.63","471.46","55.74M","-5.73%"
"30/08/2024","502.32","499.09","502.57","495.55","58.85M","0.75%"
"29/08/2024","498.57","497.32","502.93","493.72","28.96M","0.63%"
"28/08/2024","495.45","505.04","505.04","493.10","32.88M","-2.59%"
"27/08/2024","508.62","509.50","510.85","506.41","30.02M","-0.24%"
"26/08/2024","509.82","503.65","514.96","503.65","36.27M","1.53%"
"23/08/2024","502.13","495.14","502.84","494.02","32.67M","2.03%"
"22/08/2024","492.15","495.13","496.17","490.27","25.05M","-1.01%"
"21/08/2024","497.18","492.28","498.21","492.28","28.14M","1.44%"
"20/08/2024","490.11","495.64","497.53","489.33","28.98M","-1.13%"
"19/08/2024","495.69","494.44","501.24","493.93","38.16M","0.39%"
"16/08/2024","493.75","493.46","496.29","491.97","25.66M","-0.30%"
"15/08/2024","495.24","484.75","499.71","484.75","34.21M","2.71%"
"14/08/2024","482.16","485.38","485.90","477.17","31.41M","-0.71%"
"13/08/2024","485.63","480.71","486.38","478.34","24.56M","1.13%"
"12/08/2024","480.18","484.02","488.01","478.89","29.11M","-0.72%"
"09/08/2024","483.67","488.05","488.05","481.18","28.21M","-0.32%"
"08/08/2024","485.24","477.91","488.31","477.91","28.33M","2.10%"
"07/08/2024","475.26","492.16","496.62","474.93","40.04M","-2.52%"
"06/08/2024","487.54","484.23","494.83","481.67","34.85M","0.62%"
"05/08/2024","484.55","478.60","488.95","468.86","58.51M","-1.86%"
"02/08/2024","493.71","509.87","509.87","489.39","43.16M","-3.62%"
"01/08/2024","512.24","532.61","535.06","507.60","49.95M","-3.97%"
"31/07/2024","533.42","529.68","541.49","528.00","36.65M","2.73%"
"30/07/2024","519.26","523.92","524.20","518.63","30.35M","-0.97%"
"29/07/2024","524.34","528.27","528.46","522.30","24.48M","-0.88%"
"26/07/2024","528.97","523.02","531.96","521.14","30.02M","1.30%"
"25/07/2024","522.19","512.49","527.46","512.39","42.05M","1.92%"
"24/07/2024","512.36","527.41","528.96","512.04","44.35M","-2.88%"
"23/07/2024","527.57","530.17","530.17","517.60","54.15M","-0.70%"
"22/07/2024","531.31","530.74","531.84","525.65","33.62M","0.08%"
"19/07/2024","530.86","535.11","535.46","528.90","30.50M","-0.82%"
"18/07/2024","535.25","545.48","546.68","532.56","41.25M","-2.15%"
"17/07/2024","547.02","557.99","558.33","546.70","35.58M","-2.04%"
"16/07/2024","558.39","555.62","558.96","546.66","35.72M","0.11%"
"15/07/2024","557.77","557.29","565.12","556.96","38.09M","0.18%"
"12/07/2024","556.76","559.15","561.37","553.71","26.83M","0.37%"
"11/07/2024","554.69","548.09","556.65","547.43","30.62M","1.60%"
"10/07/2024","545.94","539.46","547.66","539.46","28.08M","1.40%"
"09/07/2024","538.40","542.46","546.90","538.15","22.93M","-0.98%"
"08/07/2024","543.75","547.06","547.35","540.58","21.42M","-0.59%"
"05/07/2024","546.98","547.34","549.95","544.93","26.71M","-0.09%"
"03/07/2024","547.46","537.83","551.27","537.83","25.77M","1.85%"
"02/07/2024","537.49","535.58","538.95","532.67","25.40M","0.36%"
"01/07/2024","535.54","538.87","543.99","533.50","22.19M","-0.58%"
"28/06/2024","538.67","532.20","543.13","532.20","49.13M","1.71%"
"27/06/2024","529.59","535.23","537.38","528.99","28.04M","-1.10%"
"26/06/2024","535.50","531.37","535.96","528.39","34.42M","0.63%"
"25/06/2024","532.16","540.52","540.52","529.76","29.71M","-1.63%"
"24/06/2024","540.97","539.76","546.26","538.12","33.31M","0.22%"
"21/06/2024","539.79","535.73","541.21","529.47","69.42M","0.79%"
"20/06/2024","535.58","526.79","538.68","526.79","37.87M","1.83%"
"18/06/2024","525.98","526.98","532.31","521.13","31.89M","-0.09%"
"17/06/2024","526.46","523.11","528.23","515.41","37.43M","0.47%"
"14/06/2024","524.00","522.39","526.02","516.17","30.51M","-0.11%"
"13/06/2024","524.57","531.42","531.42","519.89","33.59M","-1.30%"
"12/06/2024","531.47","534.52","546.04","529.36","28.52M","-0.40%"
"11/06/2024","533.61","539.68","539.68","526.59","40.07M","-1.50%"
"10/06/2024","541.76","544.34","544.81","539.08","27.32M","-0.22%"
"07/06/2024","542.96","554.95","554.95","540.41","35.51M","-2.53%"
"06/06/2024","557.05","551.26","557.24","549.49","27.55M","0.93%"
"05/06/2024","551.92","548.92","553.08","548.37","29.55M","0.75%"
"04/06/2024","547.80","568.81","568.81","542.73","44.94M","-3.88%"
"03/06/2024","569.91","577.66","577.70","566.09","25.73M","-1.10%"
"31/05/2024","576.25","571.19","577.00","563.17","43.32M","0.91%"
"30/05/2024","571.04","569.41","573.52","563.21","31.47M","0.23%"
"29/05/2024","569.74","572.64","575.81","568.00","28.27M","-1.40%"
"28/05/2024","577.82","576.97","581.44","571.43","34.70M","1.52%"
"24/05/2024","569.18","568.72","573.55","566.67","19.43M","0.23%"
"23/05/2024","567.89","571.56","571.84","563.90","35.67M","-0.04%"
"22/05/2024","568.14","582.00","582.00","564.99","44.06M","-2.84%"
"21/05/2024","584.73","586.00","587.29","579.10","39.38M","-0.24%"
"20/05/2024","586.11","583.10","589.58","577.66","37.13M","0.63%"
"17/05/2024","582.43","575.21","583.83","575.21","36.24M","1.31%"
"16/05/2024","574.89","585.75","587.69","574.87","27.83M","-1.84%"
"15/05/2024","585.68","580.97","586.36","574.95","34.35M","1.01%"
"14/05/2024","579.80","575.20","581.74","575.20","33.16M","0.90%"
"13/05/2024","574.62","571.58","577.77","571.58","28.34M","0.64%"
"10/05/2024","570.97","570.03","574.39","569.75","27.94M","0.27%"
"09/05/2024","569.45","557.76","570.59","557.16","26.95M","2.14%"
"08/05/2024","557.54","565.92","565.92","555.64","29.84M","-1.71%"
"07/05/2024","567.22","563.45","568.06","562.69","29.38M","0.62%"
"06/05/2024","563.70","565.85","572.03","559.12","31.61M","0.00%"
"03/05/2024","563.70","552.35","564.57","552.35","32.43M","2.24%"
"02/05/2024","551.33","552.50","553.46","544.89","44.28M","0.07%"
"01/05/2024","550.92","551.58","563.30","546.71","49.36M","-0.05%"
"30/04/2024","551.19","571.94","571.94","550.73","48.05M","-4.16%"
"29/04/2024","575.10","568.73","575.64","566.46","44.52M","1.82%"
"26/04/2024","564.82","562.01","568.62","560.47","38.48M","0.86%"
"25/04/2024","560.01","553.91","561.59","545.40","43.74M","0.96%"
"24/04/2024","554.66","565.72","566.79","550.40","43.49M","-0.70%"
"23/04/2024","558.58","579.62","579.62","557.23","71.16M","-4.15%"
"22/04/2024","582.78","584.28","587.81","574.25","40.32M","-0.32%"
"19/04/2024","584.66","586.46","592.47","580.59","39.14M","-0.34%"
"18/04/2024","586.64","594.17","596.43","582.54","42.23M","-0.46%"
"17/04/2024","589.33","592.74","602.08","587.71","45.60M","0.20%"
"16/04/2024","588.15","592.94","592.94","577.96","38.33M","-1.05%"
"15/04/2024","594.40","594.31","605.11","591.95","34.42M","0.36%"
"12/04/2024","592.26","605.81","613.91","589.92","40.57M","-2.12%"
"11/04/2024","605.10","607.53","610.18","600.66","28.27M","-0.42%"
"10/04/2024","607.68","603.63","609.93","598.76","36.46M","-0.70%"
"09/04/2024","611.98","606.62","618.70","603.84","39.95M","0.80%"
